plotid,quadrant,layer,plantid,percent_cover,date,plot_age,abandoned,notes
1mb,4,shrub,ACERPSE,2,2023-05-25,10,N,
1mc,1,ground,HYACNON,95,2023-05-25,X,Y,
1mc,1,ground,DRYODIL,5,2023-05-25,X,Y,
1mc,1,ground,ACERPSE,0.1,2023-05-25,X,Y,
1mc,1,ground,ILEXAQU,1,2023-05-25,X,Y,
1mc,1,ground,CASTSAV,0.1,2023-05-25,X,Y,
1mc,1,shrub,CASTSAV,2,2023-05-25,X,Y,
1mc,1,shrub,ACERPSE,15,2023-05-25,X,Y,
1mc,1,shrub,DRYODIL,1,2023-05-25,X,Y,
1mc,1,shrub,ILEXAQU,1,2023-05-25,X,Y,
1mc,2,ground,HYACNON,90,2023-05-25,X,Y,
1mc,2,ground,DRYODIL,2,2023-05-25,X,Y,
1mc,2,ground,ACERPSE,0.1,2023-05-25,X,Y,
1mc,2,ground,CASTSAV,0.1,2023-05-25,X,Y,
1mc,2,shrub,ACERPSE,20,2023-05-25,X,Y,
1mc,2,shrub,CASTSAV,2,2023-05-25,X,Y,
1mc,3,ground,HYACNON,95,2023-05-25,X,Y,
1mc,3,ground,DRYODIL,1,2023-05-25,X,Y,
1mc,3,ground,ACERPSE,0.1,2023-05-25,X,Y,
1mc,3,ground,CASTSAV,0.1,2023-05-25,X,Y,
1mc,3,shrub,CASTSAV,2,2023-05-25,X,Y,
1mc,3,shrub,ACERPSE,40,2023-05-25,X,Y,
1mc,4,ground,HYACNON,95,2023-05-25,X,Y,
1mc,4,ground,DRYODIL,2,2023-05-25,X,Y,
1mc,4,ground,ACERPSE,1,2023-05-25,X,Y,
1mc,4,shrub,ACERPSE,30,2023-05-25,X,Y,
1o,1,ground,HYACNON,50,2023-05-25,2,N,
1o,1,ground,BETUSPP,5,2023-05-25,2,N,
1o,1,ground,RUBUSPP,10,2023-05-25,2,N,
1o,1,ground,RUMESPP,35,2023-05-25,2,N,
1o,1,ground,CASTSAV,10,2023-05-25,2,N,
1o,1,ground,ACERPSE,1,2023-05-25,2,N,
1o,1,ground,CASTSAV,0.1,2023-05-25,2,N,
1o,1,ground,URTIDIO,0.1,2023-05-25,2,N,
1o,1,ground,DRYODIL,1,2023-05-25,2,N,
1o,1,ground,JUNCSPP,1,2023-05-25,2,N,
1o,1,ground,POOISUB,0.1,2023-05-25,2,N,subfamily-pooideae
1o,1,shrub,BETU,2,2023-05-25,2,N,
1o,1,shrub,CASTSAV,70,2023-05-25,2,N,
1o,1,shrub,CIRCSPP,0.1,2023-05-25,2,N,
1o,1,shrub,URTIDIO,0.1,2023-05-25,2,N,
1o,1,shrub,ACERPSE,0.1,2023-05-25,2,N,
1o,1,shrub,DRYODIL,1,2023-05-25,2,N,
1o,2,ground,BETUSPP,15,2023-05-25,2,N,
1o,2,ground,RUBUSPP,10,2023-05-25,2,N,
1o,2,ground,HYACNON,10,2023-05-25,2,N,
1o,2,ground,RUMESPP,20,2023-05-25,2,N,
1o,2,ground,POALORD,2,2023-05-25,2,N,
1o,2,ground,CASTSAV,20,2023-05-25,2,N,
1o,2,ground,RUMESAN,0.1,2023-05-25,2,N,
1o,2,ground,DRYODIL,1,2023-05-25,2,N,
1o,2,ground,URTIDIO,0.1,2023-05-25,2,N,
1o,2,ground,CIRCSPP,0.1,2023-05-25,2,N,
1o,2,ground,JACOVUL,0.1,2023-05-25,2,N,
1o,2,ground,ERIGSUM,0.1,2023-05-25,2,N,tropical-horseweed
1o,2,ground,POOISUB,0.1,2023-05-25,2,N,
1o,2,ground,EPILHIR,0.1,2023-05-25,2,N,
1o,2,shrub,BETUSPP,15,2023-05-25,2,N,
1o,2,shrub,CASTSAV,75,2023-05-25,2,N,
1o,2,shrub,RUBUSPP,1,2023-05-25,2,N,
1o,2,shrub,URTIDIO,0.1,2023-05-25,2,N,
1o,2,shrub,ACERPSE,0.1,2023-05-25,2,N,
1o,3,ground,RUBUSPP,10,2023-05-25,2,N,
1o,3,ground,HYACNON,55,2023-05-25,2,N,
1o,3,ground,BETUSPP,15,2023-05-25,2,N,
1o,3,ground,RUMESPP,10,2023-05-25,2,N,
1o,3,ground,CIRCSPP,0.1,2023-05-25,2,N,
1o,3,ground,CASTSAV,10,2023-05-25,2,N,
1o,3,ground,URTIDIO,1,2023-05-25,2,N,
1o,3,ground,ACERPSE,1,2023-05-25,2,N,
1o,3,ground,RUMESAN,0.1,2023-05-25,2,N,
1o,3,ground,POALORD,2,2023-05-25,2,N,
1o,3,shrub,CASTSAV,50,2023-05-25,2,N,
1o,3,shrub,ACERPSE,5,2023-05-25,2,N,
1o,3,shrub,BETUSPP,5,2023-05-25,2,N,
1o,3,shrub,RUMESAN,0.1,2023-05-25,2,N,
1o,3,shrub,RUBUSPP,1,2023-05-25,2,N,
1o,3,shrub,URTIDIO,0.1,2023-05-25,2,N,
1o,4,ground,HYACNON,40,2023-05-25,2,N,
1o,4,ground,URTIDIO,2,2023-05-25,2,N,
1o,4,ground,CIRCSPP,2,2023-05-25,2,N,
1o,4,ground,RUBUSPP,10,2023-05-25,2,N,
1o,4,ground,BETUSPP,5,2023-05-25,2,N,
1o,4,ground,POALORD,2,2023-05-25,2,N,
1o,4,ground,RUMESPP,10,2023-05-25,2,N,
1o,4,ground,CASTSAV,15,2023-05-25,2,N,
1o,4,ground,ACERPSE,2,2023-05-25,2,N,
1o,4,ground,PLANMAJ,0.1,2023-05-25,2,N,greater-plantain
1o,4,ground,DIGIPUR,0.1,2023-05-25,2,N,
1o,4,ground,RUMESAN,0.1,2023-05-25,2,N,
1o,4,ground,DRYODIL,0.1,2023-05-25,2,N,
1o,4,shrub,CASTSAV,60,2023-05-25,2,N,
1o,4,shrub,URTIDIO,0.1,2023-05-25,2,N,
1o,4,shrub,BETUSPP,5,2023-05-25,2,N,
1o,4,shrub,RUBUSPP,1,2023-05-25,2,N,
1o,4,shrub,DRYODIL,1,2023-05-25,2,N,
1o,4,shrub,ACERPSE,1,2023-05-25,2,N,
1o,4,shrub,CIRCSPP,0.1,2023-05-25,2,N,
1ga,1,ground,HYACNON,75,2023-06-06,X,Y,
1ga,1,ground,HEDEHEL,25,2023-06-06,X,Y,
1ga,1,ground,URTIDIO,0.1,2023-06-06,X,Y,
1ga,1,ground,TEUCSCO,1,2023-06-06,X,Y,woodland-germander
1ga,1,ground,RANUREP,0.1,2023-06-06,X,Y,
1ga,1,ground,FESTSPP,0.1,2023-06-06,X,Y,fescues-genus
1ga,1,ground,DRYODIL,1,2023-06-06,X,Y,
1ga,1,ground,ILEXAQU,0.1,2023-06-06,X,Y,
1ga,1,shrub,HEDEHEL,10,2023-06-06,X,Y,
1ga,1,shrub,ACERPSE,2,2023-06-06,X,Y,
1ga,1,shrub,CASTSAV,0.1,2023-06-06,X,Y,
1ga,1,shrub,LONIPER,1,2023-06-06,X,Y,
1ga,2,ground,HYACNON,80,2023-06-06,X,Y,
1ga,2,ground,HEDEHEL,30,2023-06-06,X,Y,
1ga,2,ground,RUBUSPP,2,2023-06-06,X,Y,
1ga,2,ground,TEUCSCO,2,2023-06-06,X,Y,
1ga,2,ground,DRYODIL,0.1,2023-06-06,X,Y,
1ga,2,ground,LONIPER,0.1,2023-06-06,X,Y,
1ga,2,ground,CASTSAV,0.1,2023-06-06,X,Y,
1ga,2,ground,HYPESPP,1,2023-06-06,X,Y,Stjohnsworts
1ga,2,ground,RANUREP,0.1,2023-06-06,X,Y,
1ga,2,ground,ACERPSE,0.1,2023-06-06,X,Y,
1ga,2,shrub,HEDEHEL,5,2023-06-06,X,Y,
1ga,2,shrub,CASTSAV,2,2023-06-06,X,Y,
1ga,2,shrub,LONIPER,2,2023-06-06,X,Y,
1ga,2,shrub,ACERPSE,1,2023-06-06,X,Y,
1ga,3,ground,HYACNON,65,2023-06-06,X,Y,
1ga,3,ground,RUBUSPP,10,2023-06-06,X,Y,
1ga,3,ground,SILEDIO,0.1,2023-06-06,X,Y,
1ga,3,ground,HEDEHEL,2,2023-06-06,X,Y,
1ga,3,ground,TEUCSCO,5,2023-06-06,X,Y,
1ga,3,ground,URTIDIO,0.1,2023-06-06,X,Y,
1ga,3,ground,GALIAPA,0.1,2023-06-06,X,Y,
1ga,3,ground,DRYODIL,1,2023-06-06,X,Y,
1ga,3,ground,LONIPER,0.1,2023-06-06,X,Y,
1ga,3,ground,CONOMAJ,0.1,2023-06-06,X,Y,pignut
1ga,3,ground,TARAOFF,0.1,2023-06-06,X,Y,
1ga,3,ground,CASTSAV,0.1,2023-06-06,X,Y,
1ga,3,shrub,RUBUSPP,10,2023-06-06,X,Y,
1ga,3,shrub,HEDEHEL,5,2023-06-06,X,Y,
1ga,3,shrub,DRYODIL,0.1,2023-06-06,X,Y,
1ga,3,shrub,CASTSAV,2,2023-06-06,X,Y,
1ga,3,shrub,ACERPSE,2,2023-06-06,X,Y,
1ga,4,ground,HYACNON,60,2023-06-06,X,Y,
1ga,4,ground,ACERPSE,1,2023-06-06,X,Y,
1ga,4,ground,CASTSAV,0.1,2023-06-06,X,Y,
1ga,4,ground,HEDEHEL,0.1,2023-06-06,X,Y,
1ga,4,shrub,ACERPSE,10,2023-06-06,X,Y,
1ga,4,shrub,CASTSAV,2,2023-06-06,X,Y,
1ga,4,shrub,LONIPER,0.1,2023-06-06,X,Y,
1ga,4,shrub,HEDEHEL,1,2023-06-06,X,Y,
1gb,1,ground,HYACNON,10,2023-06-07,4,N,
1gb,1,ground,RUMESPP,5,2023-06-07,4,N,
1gb,1,ground,DRYODIL,10,2023-06-07,4,N,
1gb,1,ground,BETUPUB,1,2023-06-07,4,N,
1gb,1,ground,CASTSAV,10,2023-06-07,4,N,
1gb,1,ground,RUBUSPP,10,2023-06-07,4,N,
1gb,1,ground,DIGIPUR,0.1,2023-06-07,4,N,
1gb,1,ground,CIRCSPP,1,2023-06-07,4,N,
1gb,1,ground,BETUPEN,0.1,2023-06-07,4,N,
1gb,1,ground,URTIDIO,1,2023-06-07,4,N,
1gb,1,ground,BROMCOM,0.1,2023-06-07,4,N,
1gb,1,ground,JUNCSPP,1,2023-06-07,4,N,
1gb,1,shrub,CASTSAV,50,2023-06-07,4,N,
1gb,1,shrub,BETUPEN,5,2023-06-07,4,N,
1gb,1,shrub,RUBUSPP,5,2023-06-07,4,N,
1gb,1,shrub,ATHYFIL,0.1,2023-06-07,4,N,
1gb,1,shrub,BETUPUB,0.1,2023-06-07,4,N,
1gb,1,shrub,DRYODIL,1,2023-06-07,4,N,
1gb,2,ground,HYACNON,15,2023-06-07,4,N,
1gb,2,ground,RUMESPP,20,2023-06-07,4,N,
1gb,2,ground,RUBUSPP,5,2023-06-07,4,N,
1gb,2,ground,CASTSAV,5,2023-06-07,4,N,
1gb,2,ground,BETUPEN,2,2023-06-07,4,N,
1gb,2,ground,CIRCSPP,0.1,2023-06-07,4,N,
1gb,2,ground,BROMCOM,0.1,2023-06-07,4,N,
1gb,2,ground,JUNCSPP,5,2023-06-07,4,N,
1gb,2,ground,URTIDIO,0.1,2023-06-07,4,N,
1gb,2,ground,DRYODIL,1,2023-06-07,4,N,
1gb,2,ground,BETUPEN,2,2023-06-07,4,N,
1gb,2,ground,POACFAM,0.1,2023-06-07,4,N,
1gb,2,ground,PTERAQU,1,2023-06-07,4,N,
1gb,2,shrub,CASTSAV,70,2023-06-07,4,N,
1gb,2,shrub,BETUPEN,50,2023-06-07,4,N,
1gb,2,shrub,JUNCSPP,0.1,2023-06-07,4,N,
1gb,2,shrub,RUBUSPP,0.1,2023-06-07,4,N,
1gb,2,shrub,BETUPUB,0.1,2023-06-07,4,N,
1gb,2,shrub,PTERAQU,2,2023-06-07,4,N,
1gb,3,ground,CIRCSPP,0.1,2023-06-07,4,N,
1gb,3,ground,HYACNON,35,2023-06-07,4,N,
1gb,3,ground,RUBUSPP,1,2023-06-07,4,N,
1gb,3,ground,CASTSAV,1,2023-06-07,4,N,
1gb,3,ground,BETUPUB,0.1,2023-06-07,4,N,
1gb,3,ground,BETUPEN,0.1,2023-06-07,4,N,
1gb,3,ground,JUNCSPP,2,2023-06-07,4,N,
1gb,3,ground,PTERAQU,0.1,2023-06-07,4,N,
1gb,3,ground,DRYODIL,1,2023-06-07,4,N,
1gb,3,shrub,CASTSAV,75,2023-06-07,4,N,
1gb,3,shrub,BETUPEN,2,2023-06-07,4,N,
1gb,3,shrub,BETUPUB,0.1,2023-06-07,4,N,
1gb,3,shrub,JUNCSPP,0.1,2023-06-07,4,N,
1gb,3,shrub,PTERAQU,25,2023-06-07,4,N,
1gb,3,shrub,RUBUSPP,0.1,2023-06-07,4,N,
1gb,3,shrub,CIRCSPP,0.1,2023-06-07,4,N,
1gb,4,ground,HYACNON,15,2023-06-07,4,N,
1gb,4,ground,CASTSAV,2,2023-06-07,4,N,
1gb,4,ground,DRYODIL,5,2023-06-07,4,N,
1gb,4,ground,BETUPUB,2,2023-06-07,4,N,
1gb,4,ground,JUNCSPP,2,2023-06-07,4,N,
1gb,4,ground,ACERPSE,1,2023-06-07,4,N,
1gb,4,ground,RUBUSPP,2,2023-06-07,4,N,
1gb,4,ground,DIGIPUR,0.1,2023-06-07,4,N,
1gb,4,ground,BETUPEN,1,2023-06-07,4,N,
1gb,4,shrub,CASTSAV,25,2023-06-07,4,N,
1gb,4,shrub,RUBUSPP,5,2023-06-07,4,N,
1gb,4,shrub,BETUPEN,5,2023-06-07,4,N,
1gb,4,shrub,BETUPUB,2,2023-06-07,4,N,
1gb,4,shrub,DRYODIL,1,2023-06-07,4,N,
1gb,4,shrub,ACERPSE,1,2023-06-07,4,N,
1gb,4,shrub,DIGIPUR,0.1,2023-06-07,4,N,
1gb,4,shrub,JUNCSPP,1,2023-06-07,4,N,
1h,1,ground,HYACNON,15,2023-06-08,X,Y,
1h,1,ground,ATHYFIL,1,2023-06-08,X,Y,
1h,1,ground,CASTSAV,1,2023-06-08,X,Y,
1h,1,ground,PRUNLAU,0.1,2023-06-08,X,Y,
1h,1,ground,PTERAQU,0.1,2023-06-08,X,Y,
1h,1,ground,ACERPSE,0.1,2023-06-08,X,Y,
1h,1,ground,RHODPON,0.1,2023-06-08,X,Y,
1h,1,shrub,RHODPON,5,2023-06-08,X,Y,
1h,1,shrub,CASTSAV,1,2023-06-08,X,Y,
1h,2,ground,HYACNON,70,2023-06-08,X,Y,
1h,2,ground,DRYODIL,0.1,2023-06-08,X,Y,
1h,2,ground,CASTSAV,0.1,2023-06-08,X,Y,
1h,2,ground,ACERPSE,0.1,2023-06-08,X,Y,
1h,2,ground,RHODPON,2,2023-06-08,X,Y,
1h,2,ground,PTERAQU,0.1,2023-06-08,X,Y,
1h,2,shrub,RHODPON,10,2023-06-08,X,Y,
1h,2,shrub,ACERPSE,5,2023-06-08,X,Y,
1h,2,shrub,CASTSAV,5,2023-06-08,X,Y,
1h,2,shrub,BETUPUB,1,2023-06-08,X,Y,
1h,3,ground,RHODPON,1,2023-06-08,X,Y,
1h,3,ground,HYACNON,10,2023-06-08,X,Y,
1h,3,ground,CASTSAV,0.1,2023-06-08,X,Y,
1h,3,shrub,RHODPON,70,2023-06-08,X,Y,
1h,3,shrub,CASTSAV,0.1,2023-06-08,X,Y,
1h,4,ground,RHODPON,2,2023-06-08,X,Y,
1h,4,ground,HYACNON,5,2023-06-08,X,Y,
1h,4,shrub,RHODPON,80,2023-06-08,X,Y,
1h,4,shrub,CASTSAV,0.1,2023-06-08,X,Y,
5a1,1,ground,RUBUSPP,10,5/25/2023,2,N,
5a1,1,ground,CASTSAV,10,5/25/2023,2,N,
5a1,1,ground,DIGIPUR,5,5/25/2023,2,N,
5a1,1,ground,CIRSPAL,0.1,5/25/2023,2,N,
5a1,1,ground,CERACLA,0.1,5/25/2023,2,N,climbing-corydalis
5a1,1,ground,EPILTET,0.1,5/25/2023,2,N,square-stemmed-willowherb
5a1,1,ground,HEDEHEL,0.1,5/25/2023,2,N,
5a1,1,ground,RUMEOBT,0.1,5/25/2023,2,N,broad-leaved-dock
5a1,1,ground,BROMCOM,1,5/25/2023,2,N,meadow-bromw
5a1,1,ground,JACOVUL,1,5/25/2023,2,N,ragwort
5a1,1,ground,DRYODIL,2,5/25/2023,2,N,
5a1,1,ground,BELLPER,0.1,5/25/2023,2,N,lawn-daisy
5a1,1,ground,HYACNON,1,5/25/2023,2,N,
5a1,1,ground,VERBTHA,1,5/25/2023,2,N,common-mullein
5a1,1,shrub,CASTSAV,25,5/25/2023,2,N,
5a1,1,shrub,RUBUSPP,0.1,5/25/2023,2,N,
5a1,1,shrub,JACOVUL,2,5/25/2023,2,N,
5a1,1,shrub,DIGIPUR,1,5/25/2023,2,N,
5a1,1,shrub,BETUSPP,10,5/25/2023,2,N,
5a1,2,ground,RUBUSPP,2,5/25/2023,2,N,
5a1,2,ground,PTERAQU,1,5/25/2023,2,N,
5a1,2,ground,DIGIPUR,1,5/25/2023,2,N,
5a1,2,ground,RUMEOBT,0.1,5/25/2023,2,N,
5a1,2,ground,CASTSAV,25,5/25/2023,2,N,
5a1,2,ground,JACOVUL,0.1,5/25/2023,2,N,
5a1,2,ground,EPILTET,0.1,5/25/2023,2,N,
5a1,2,ground,HEDEHEL,0.1,5/25/2023,2,N,
5a1,2,ground,POACFAM,2,5/25/2023,2,N,poaceae-family
5a1,2,ground,DRYODIL,1,5/25/2023,2,N,
5a1,2,ground,BROMCOM,1,5/25/2023,2,N,
5a1,2,ground,CERACLA,0.1,5/25/2023,2,N,climbing-corydalis
5a1,2,shrub,DRYODIL,0.1,5/25/2023,2,N,
5a1,2,shrub,PTERAQU,0.1,5/25/2023,2,N,
5a1,2,shrub,CASTSAV,60,5/25/2023,2,N,
5a1,2,shrub,BETUSPP,2,5/25/2023,2,N,
5a1,2,shrub,RUBUSPP,1,5/25/2023,2,N,
5a1,2,shrub,DIGIPUR,0.1,5/25/2023,2,N,
5a1,3,ground,HEDEHEL,0.1,5/25/2023,2,N,
5a1,3,ground,DIGIPUR,1,5/25/2023,2,N,
5a1,3,ground,RUBUSPP,5,5/25/2023,2,N,
5a1,3,ground,POACFAM,5,5/25/2023,2,N,
5a1,3,ground,BROMCOM,0.1,5/25/2023,2,N,
5a1,3,ground,BETUSPP,2,5/25/2023,2,N,
5a1,3,ground,CHAMANG,1,5/25/2023,2,N,fireweed
5a1,3,ground,RUMEOBT,0.1,5/25/2023,2,N,
5a1,3,ground,CIRSPAL,0.1,5/25/2023,2,N,
5a1,3,ground,GALIAPA,0.1,5/25/2023,2,N,catchweed-bedstraw
5a1,3,ground,DRYODIL,0.1,5/25/2023,2,N,
5a1,3,ground,JACOVUL,0.1,5/25/2023,2,N,
5a1,3,ground,DRYODIL,2,5/25/2023,2,N,
5a1,3,ground,HYACNON,0.1,5/25/2023,2,N,
5a1,3,ground,CASTSAV,10,5/25/2023,2,N,
5a1,3,shrub,BETUSPP,2,5/25/2023,2,N,
5a1,3,shrub,CASTSAV,60,5/25/2023,2,N,
5a1,3,shrub,DIGIPUR,0.1,5/25/2023,2,N,
5a1,3,shrub,RUBUSPP,0.1,5/25/2023,2,N,
5a1,3,shrub,RUMEOBT,0.1,5/25/2023,2,N,
5a1,3,shrub,DRYODIL,0.1,5/25/2023,2,N,
5a1,4,ground,RUBUSPP,10,5/25/2023,2,N,
5a1,4,ground,URTIDIO,1,5/25/2023,2,N,
5a1,4,ground,DIGIPUR,20,5/25/2023,2,N,
5a1,4,ground,CASTSAV,10,5/25/2023,2,N,
5a1,4,ground,RUMEOBT,0.1,5/25/2023,2,N,
5a1,4,ground,JACOVUL,0.1,5/25/2023,2,N,
5a1,4,ground,BROMCOM,2,5/25/2023,2,N,
5a1,4,ground,CHAMANG,1,5/25/2023,2,N,
5a1,4,ground,GALIAPA,0.1,5/25/2023,2,N,
5a1,4,ground,RANUREP,0.1,5/25/2023,2,N,
5a1,4,ground,POACFAM,1,5/25/2023,2,N,
5a1,4,ground,MYOSSYL,0.1,5/25/2023,2,N,wood-forget-me-not
5a1,4,ground,HEDEHEL,0.1,5/25/2023,2,N,
5a1,4,ground,CIRSPAL,0.1,5/25/2023,2,N,
5a1,4,shrub,DRYODIL,1,5/25/2023,2,N,
5a1,4,shrub,DIGIPUR,10,5/25/2023,2,N,
5a1,4,shrub,CASTSAV,15,5/25/2023,2,N,
5a1,4,shrub,RUMEOBT,0.1,5/25/2023,2,N,
5a1,4,shrub,RUBUSPP,2,5/25/2023,2,N,
5a1,4,shrub,URTIDIO,0.1,5/25/2023,2,N,
5a2,1,ground,RUMEOBT,15,5/25/2023,2,N,
5a2,1,ground,RUBUSPP,10,5/25/2023,2,N,
5a2,1,ground,CHAMANG,1,5/25/2023,2,N,fireweed
5a2,1,ground,CIRSPAL,1,5/25/2023,2,N,marsh-thistle
5a2,1,ground,DIGIPUR,0.1,5/25/2023,2,N,
5a2,1,ground,URTIDIO,2,5/25/2023,2,N,
5a2,1,ground,SILEDIO,15,5/25/2023,2,N,red-campion
5a2,1,ground,RANUREP,0.1,5/25/2023,2,N,
5a2,1,ground,BROMCOM,5,5/25/2023,2,N,
5a2,1,ground,GALIAPA,0.1,5/25/2023,2,N,
5a2,1,ground,HERASPP,0.1,5/25/2023,2,N,Hogweed-spp
5a2,1,ground,CASTSAV,5,5/25/2023,2,N,
5a2,1,ground,CIRCLUT,0.1,5/25/2023,2,N,
5a2,1,ground,JACOVUL,0.1,5/25/2023,2,N,
5a2,1,ground,SALISPP,1,5/25/2023,2,N,
5a2,1,ground,BETUSPP,2,5/25/2023,2,N,
5a2,1,ground,EPILHIR,0.1,5/25/2023,2,N,
5a2,1,shrub,CIRSPAL,0.1,5/25/2023,2,N,
5a2,1,shrub,RUBUSPP,1,5/25/2023,2,N,
5a2,1,shrub,RUMEOBT,5,5/25/2023,2,N,
5a2,1,shrub,SILEDIO,5,5/25/2023,2,N,
5a2,1,shrub,URTIDIO,0.1,5/25/2023,2,N,
5a2,1,shrub,CASTSAV,10,5/25/2023,2,N,
5a2,1,shrub,SALISPP,2,5/25/2023,2,N,
5a2,1,shrub,BETUSPP,2,5/25/2023,2,N,
5a2,2,ground,EPILHIR,1,5/25/2023,2,N,great-willowherb
5a2,2,ground,CIRSPAL,2,5/25/2023,2,N,
5a2,2,ground,SILEDIO,20,5/25/2023,2,N,
5a2,2,ground,RUBUSPP,15,5/25/2023,2,N,
5a2,2,ground,CASTSAV,5,5/25/2023,2,N,
5a2,2,ground,BETUSPP,5,5/25/2023,2,N,
5a2,2,ground,PULIDYS,0.1,5/25/2023,2,N,common-fleabane
5a2,2,ground,BROMCOM,2,5/25/2023,2,N,
5a2,2,ground,RANUREP,0.1,5/25/2023,2,N,
5a2,2,ground,RUMEOBT,5,5/25/2023,2,N,
5a2,2,ground,HYACNON,0.1,5/25/2023,2,N,
5a2,2,ground,CASTSAV,1,5/25/2023,2,N,
5a2,2,ground,CHAMANG,1,5/25/2023,2,N,
5a2,2,ground,GALIAPA,0.1,5/25/2023,2,N,
5a2,2,ground,DIGIPUR,0.1,5/25/2023,2,N,
5a2,2,ground,SALISPP,2,5/25/2023,2,N,
5a2,2,ground,SALISPP,2,5/25/2023,2,N,
5a2,2,shrub,BETUSPP,2,5/25/2023,2,N,
5a2,2,shrub,CASTSAV,15,5/25/2023,2,N,
5a2,2,shrub,SALISPP,2,5/25/2023,2,N,
5a2,2,shrub,SILEDIO,15,5/25/2023,2,N,red-campion
5a2,2,shrub,RUMEOBT,5,5/25/2023,2,N,
5a2,2,shrub,URTIDIO,0.1,5/25/2023,2,N,
5a2,2,shrub,RUBUSPP,1,5/25/2023,2,N,
5a2,2,shrub,SALISPP,0.1,5/25/2023,2,N,salix-spp
5a2,2,shrub,CIRSPAL,1,5/25/2023,2,N,
